Number of planted triclusters: 50
Tricluster coverage: 4.43856%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


(68, 8, 5), X=[27,60,72,87,97,100,103,110,129,138,149,152,162,177,180,193,198,217,233,260,287,316,353,367,408,448,452,475,483,486,497,506,522,523,548,580,581,587,590,598,600,610,614,628,639,670,677,684,687,701,716,729,747,788,790,798,803,806,867,870,871,882,906,913,922,923,950,996], Y=[0,1,6,9,23,27,28,46], Z=[7,9,13,24,43], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 7
X	y0	y1	y6	y9	y23	y27	y28	y46
x804	4	4	4	4
x820	4	4	4	4
x848	4	4	4	4
x875	4	4	4	4
x876	4	4	4	4
x885	4	4	4	4
x898	4	4	4	4
x913	4	4	4	4
x922	4	4	4	4
x928	4	4	4	4
x929	4	4	4	4
x935	4	4	4	4
x945	4	4	4	4
x960	4	4	4	4
x967	4	4	4	4
x976	4	4	4	4
x986	4	4	4	4

(86, 7, 4), X=[5,9,25,34,36,37,39,42,49,67,76,77,86,88,95,107,115,117,125,141,147,157,158,169,174,179,189,202,203,207,234,247,277,299,304,323,324,327,335,343,350,357,381,383,394,397,403,413,416,470,478,479,484,488,501,526,542,572,593,605,641,658,682,697,705,714,737,759,761,802,804,841,852,856,861,873,874,884,916,958,967,982,984,989,992,998], Y=[5,6,9,14,24,36,45], Z=[1,18,35,43], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 1
X	y5	y6	y9	y14	y24	y36	y45
x5	2	2	2	2	2	2	2
x9	2	2	2	2	2	2	2
x25	2	2	2	2	2	2	2
x34	2	2	2	2	2	2	2
x36	2	2	2	2	2	2	2
x37	2	2	2	2	2	2	2
x39	2	2	2	2	2	2	2
x42	2	2	2	2	2	2	2
x49	2	2	2	2	2	2	2
x67	2	2	2	2	2	2	2
x76	2	2	2	2	2	2	2
x77	2	2	2	2	2	2	2
x86	2	2	2	2	2	2	2
x88	2	2	2	2	2	2	2
x95	2	2	2	2	2	2	2
x107	2	2	2	2	2	2	2
x115	2	2	2	2	2	2	2
x117	2	2	2	2	2	2	2
x125	2	2	2	2	2	2	2
x141	2	2	2	2	2	2	2
x147	2	2	2	2	2	2	2
x157	2	2	2	2	2	2	2
x158	2	2	2	2	2	2	2
x169	2	2	2	2	2	2	2
x174	2	2	2	2	2	2	2
x179	2	2	2	2	2	2	2
x189	2	2	2	2	2	2	2
x202	2	2	2	2	2	2	2
x203	2	2	2	2	2	2	2
x207	2	2	2	2	2	2	2
x234	2	2	2	2	2	2	2
x247	2	2	2	2	2	2	2
x277	2	2	2	2	2	2	2
x299	2	2	2	2	2	2	2
x304	2	2	2	2	2	2	2
x323	2	2	2	2	2	2	2
x324	2	2	2	2	2	2	2
x327	2	2	2	2	2	2	2
x335	2	2	2	2	2	2	2
x343	2	2	2	2	2	2	2
x350	2	2	2	2	2	2	2
x357	2	2	2	2	2	2	2
x381	2	2	2	2	2	2	2
x383	2	2	2	2	2	2	2
x394	2	2	2	2	2	2	2
x397	2	2	2	2	2	2	2
x403	2	2	2	2	2	2	2
x413	2	2	2	2	2	2	2
x416	2	2	2	2	2	2	2
x470	2	2	2	2	2	2	2
x478	2	2	2	2	2	2	2
x479	2	2	2	2	2	2	2
x484	2	2	2	2	2	2	2
x488	2	2	2	2	2	2	2
x501	2	2	2	2	2	2	2
x526	2	2	2	2	2	2	2
x542	2	2	2	2	2	2	2
x572	2	2	2	2	2	2	2
x593	2	2	2	2	2	2	2
x605	2	2	2	2	2	2	2
x641	2	2	2	2	2	2	2
x658	2	2	2	2	2	2	2
x682	2	2	2	2	2	2	2
x697	2	2	2	2	2	2	2
x705	2	2	2	2	2	2	2
x714	2	2	2	2	2	2	2
x737	2	2	2	2	2	2	2
x759	2	2	2	2	2	2	2
x761	2	2	2	2	2	2	2
x802	2	2	2	2	2	2	2
x804	2	2	2	2	2	2	2
x841	2	2	2	2	2	2	2
x852	2	2	2	2	2	2	2
x856	2	2	2	2	2	2	2
x861	2	2	2	2	2	2	2
x873	2	2	2	2	2	2	2
x874	2	2	2	2	2	2	2
x884	2	2	2	2	2	2	2
x916	2	2	2	2	2	2	2
x958	2	2	2	2	2	2	2
x967	2	2	2	2	2	2	2
x982	2	2	2	2	2	2	2
x984	2	2	2	2	2	2	2
x989	2	2	2	2	2	2	2
x992	2	2	2	2	2	2	2
x998	2	2	2	2	2	2	2

Context: 18
X	y5	y6	y9	y14	y24	y36	y45
x5	2	2	2	2	2	2	2
x9	2	2	2	2	2	2	2
x25	2	2	2	2	2	2	2
x34	2	2	2	2	2	2	2
x36	2	2	2	2	2	2	2
x37	2	2	2	2	2	2	2
x39	2	2	2	2	2	2	2
x42	2	2	2	2	2	2	2
x49	2	2	2	2	2	2	2
x67	2	2	2	2	2	2	2
x76	2	2	2	2	2	2	2
x77	2	2	2	2	2	2	2
x86	2	2	2	2	2	2	2
x88	2	2	2	2	2	2	2
x95	2	2	2	2	2	2	2
x107	2	2	2	2	2	2	2
x115	2	2	2	2	2	2	2
x117	2	2	2	2	2	2	2
x125	2	2	2	2	2	2	2
x141	2	2	2	2	2	2	2
x147	2	2	2	2	2	2	2
x157	2	2	2	2	2	2	2
x158	2	2	2	2	2	2	2
x169	2	2	2	2	2	2	2
x174	2	2	2	2	2	2	2
x179	2	2	2	2	2	2	2
x189	2	2	2	2	2	2	2
x202	2	2	2	2	2	2	2
x203	2	2	2	2	2	2	2
x207	2	2	2	2	2	2	2
x234	2	2	2	2	2	2	2
x247	2	2	2	2	2	2	2
x277	2	2	2	2	2	2	2
x299	2	2	2	2	2	2	2
x304	2	2	2	2	2	2	2
x323	2	2	2	2	2	2	2
x324	2	2	2	2	2	2	2
x327	2	2	2	2	2	2	2
x335	2	2	2	2	2	2	2
x343	2	2	2	2	2	2	2
x350	2	2	2	2	2	2	2
x357	2	2	2	2	2	2	2
x381	2	2	2	2	2	2	2
x383	2	2	2	2	2	2	2
x394	2	2	2	2	2	2	2
x397	2	2	2	2	2	2	2
x403	2	2	2	2	2	2	2
x413	2	2	2	2	2	2	2
x416	2	2	2	2	2	2	2
x470	2	2	2	2	2	2	2
x478	2	2	2	2	2	2	2
x479	2	2	2	2	2	2	2
x484	2	2	2	2	2	2	2
x488	2	2	2	2	2	2	2
x501	2	2	2	2	2	2	2
x526	2	2	2	2	2	2	2
x542	2	2	2	2	2	2	2
x572	2	2	2	2	2	2	2
x593	2	2	2	2	2	2	2
x605	2	2	2	2	2	2	2
x641	2	2	2	2	2	2	2
x658	2	2	2	2	2	2	2
x682	2	2	2	2	2	2	2
x697	2	2	2	2	2	2	2
x705	2	2	2	2	2	2	2
x714	2	2	2	2	2	2	2
x737	2	2	2	2	2	2	2
x759	2	2	2	2	2	2	2
x761	2	2	2	2	2	2	2
x802	2	2	2	2	2	2	2
x804	2	2	2	2	2	2	2
x841	2	2	2	2	2	2	2
x852	2	2	2	2	2	2	2
x856	2	2	2	2	2	2	2
x861	2	2	2	2	2	2	2
x873	2	2	2	2	2	2	2
x874	2	2	2	2	2	2	2
x884	2	2	2	2	2	2	2
x916	2	2	2	2	2	2	2
x958	2	2	2	2	2	2	2
x967	2	2	2	2	2	2	2
x982	2	2	2	2	2	2	2
x984	2	2	2	2	2	2	2
x989	2	2	2	2	2	2	2
x992	2	2	2	2	2	2	2
x998	2	2	2	2	2	2	2

Context: 35
X	y5	y6	y9	y14	y24	y36	y45
x5	2	2	2	2	2	2	2
x9	2	2	2	2	2	2	2
x25	2	2	2	2	2	2	2
x34	2	2	2	2	2	2	2
x36	2	2	2	2	2	2	2
x37	2	2	2	2	2	2	2
x39	2	2	2	2	2	2	2
x42	2	2	2	2	2	2	2
x49	2	2	2	2	2	2	2
x67	2	2	2	2	2	2	2
x76	2	2	2	2	2	2	2
x77	2	2	2	2	2	2	2
x86	2	2	2	2	2	2	2
x88	2	2	2	2	2	2	2
x95	2	2	2	2	2	2	2
x107	2	2	2	2	2	2	2
x115	2	2	2	2	2	2	2
x117	2	2	2	2	2	2	2
x125	2	2	2	2	2	2	2
x141	2	2	2	2	2	2	2
x147	2	2	2	2	2	2	2
x157	2	2	2	2	2	2	2
x158	2	2	2	2	2	2	2
x169	2	2	2	2	2	2	2
x174	2	2	2	2	2	2	2
x179	2	2	2	2	2	2	2
x189	2	2	2	2	2	2	2
x202	2	2	2	2	2	2	2
x203	2	2	2	2	2	2	2
x207	2	2	2	2	2	2	2
x234	2	2	2	2	2	2	2
x247	2	2	2	2	2	2	2
x277	2	2	2	2	2	2	2
x299	2	2	2	2	2	2	2
x304	2	2	2	2	2	2	2
x323	2	2	2	2	2	2	2
x324	2	2	2	2	2	2	2
x327	2	2	2	2	2	2	2
x335	2	2	2	2	2	2	2
x343	2	2	2	2	2	2	2
x350	2	2	2	2	2	2	2
x357	2	2	2	2	2	2	2
x381	2	2	2	2	2	2	2
x383	2	2	2	2	2	2	2
x394	2	2	2	2	2	2	2
x397	2	2	2	2	2	2	2
x403	2	2	2	2	2	2	2
x413	2	2	2	2	2	2	2
x416	2	2	2	2	2	2	2
x470	2	2	2	2	2	2	2
x478	2	2	2	2	2	2	2
x479	2	2	2	2	2	2	2
x484	2	2	2	2	2	2	2
x488	2	2	2	2	2	2	2
x501	2	2	2	2	2	2	2
x526	2	2	2	2	2	2	2
x542	2	2	2	2	2	2	2
x572	2	2	2	2	2	2	2
x593	2	2	2	2	2	2	2
x605	2	2	2	2	2	2	2
x641	2	2	2	2	2	2	2
x658	2	2	2	2	2	2	2
x682	2	2	2	2	2	2	2
x697	2	2	2	2	2	2	2
x705	2	2	2	2	2	2	2
x714	2	2	2	2	2	2	2
x737	2	2	2	2	2	2	2
x759	2	2	2	2	2	2	2
x761	2	2	2	2	2	2	2
x802	2	2	2	2	2	2	2
x804	2	2	2	2	2	2	2
x841	2	2	2	2	2	2	2
x852	2	2	2	2	2	2	2
x856	2	2	2	2	2	2	2
x861	2	2	2	2	2	2	2
x873	2	2	2	2	2	2	2
x874	2	2	2	2	2	2	2
x884	2	2	2	2	2	2	2
x916	2	2	2	2	2	2	2
x958	2	2	2	2	2	2	2
x967	2	2	2	2	2	2	2
x982	2	2	2	2	2	2	2
x984	2	2	2	2	2	2	2
x989	2	2	2	2	2	2	2
x992	2	2	2	2	2	2	2
x998	2	2	2	2	2	2	2

Context: 43
X	y5	y6	y9	y14	y24	y36	y45
x5	2	2	2	2	2	2	2
x9	2	2	2	2	2	2	2
x25	2	2	2	2	2	2	2
x34	2	2	2	2	2	2	2
x36	2	2	2	2	2	2	2
x37	2	2	2	2	2	2	2
x39	2	2	2	2	2	2	2
x42	2	2	2	2	2	2	2
x49	2	2	2	2	2	2	2
x67	2	2	2	2	2	2	2
x76	2	2	2	2	2	2	2
x77	2	2	2	2	2	2	2
x86	2	2	2	2	2	2	2
x88	2	2	2	2	2	2	2
x95	2	2	2	2	2	2	2
x107	2	2	2	2	2	2	2
x115	2	2	2	2	2	2	2
x117	2	2	2	2	2	2	2
x125	2	2	2	2	2	2	2
x141	2	2	2	2	2	2	2
x147	2	2	2	2	2	2	2
x157	2	2	2	2	2	2	2
x158	2	2	2	2	2	2	2
x169	2	2	2	2	2	2	2
x174	2	2	2	2	2	2	2
x179	2	2	2	2	2	2	2
x189	2	2	2	2	2	2	2
x202	2	2	2	2	2	2	2
x203	2	2	2	2	2	2	2
x207	2	2	2	2	2	2	2
x234	2	2	2	2	2	2	2
x247	2	2	2	2	2	2	2
x277	2	2	2	2	2	2	2
x299	2	2	2	2	2	2	2
x304	2	2	2	2	2	2	2
x323	2	2	2	2	2	2	2
x324	2	2	2	2	2	2	2
x327	2	2	2	2	2	2	2
x335	2	2	2	2	2	2	2
x343	2	2	2	2	2	2	2
x350	2	2	2	2	2	2	2
x357	2	2	2	2	2	2	2
x381	2	2	2	2	2	2	2
x383	2	2	2	2	2	2	2
x394	2	2	2	2	2	2	2
x397	2	2	2	2	2	2	2
x403	2	2	2	2	2	2	2
x413	2	2	2	2	2	2	2
x416	2	2	2	2	2	2	2
x470	2	2	2	2	2	2	2
x478	2	2	2	2	2	2	2
x479	2	2	2	2	2	2	2
x484	2	2	2	2	2	2	2
x488	2	2	2	2	2	2	2
x501	2	2	2	2	2	2	2
x526	2	2	2	2	2	2	2
x542	2	2	2	2	2	2	2
x572	2	2	2	2	2	2	2
x593	2	2	2	2	2	2	2
x605	2	2	2	2	2	2	2
x641	2	2	2	2	2	2	2
x658	2	2	2	2	2	2	2
x682	2	2	2	2	2	2	2
x697	2	2	2	2	2	2	2
x705	2	2	2	2	2	2	2
x714	2	2	2	2	2	2	2
x737	2	2	2	2	2	2	2
x759	2	2	2	2	2	2	2
x761	2	2	2	2	2	2	2
x802	2	2	2	2	2	2	2
x804	2	2	2	2	2	2	2
x841	2	2	2	2	2	2	2
x852	2	2	2	2	2	2	2
x856	2	2	2	2	2	2	2
x861	2	2	2	2	2	2	2
x873	2	2	2	2	2	2	2
x874	2	2	2	2	2	2	2
x884	2	2	2	2	2	2	2
x916	2	2	2	2	2	2	2
x958	2	2	2	2	2	2	2
x967	2	2	2	2	2	2	2
x982	2	2	2	2	2	2	2
x984	2	2	2	2	2	2	2
x989	2	2	2	2	2	2	2
x992	2	2	2	2	2	2	2
x998	2	2	2	2	2	2	2

(95, 8, 5), X=[7,13,29,48,54,57,59,68,70,71,92,94,97,101,105,106,116,119,129,130,135,156,204,206,211,217,218,262,266,271,275,288,306,318,319,330,331,338,372,373,404,405,417,443,448,462,465,486,508,515,529,545,548,557,558,567,585,598,601,603,617,644,648,656,657,667,671,676,689,696,713,722,724,727,735,738,747,751,754,763,765,781,789,854,857,866,891,893,902,935,947,949,955,963,985], Y=[3,5,15,19,28,30,35,38], Z=[1,17,22,26,36], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 1
X	y3	y5	y15	y19	y28	y30	y35	y38
x7	6	6	6	6	6	6	6	6
x13	6	6	6	6	6	6	6	6
x29	6	6	6	6	6	6	6	6
x48	6	6	6	6	6	6	6	6
x54	6	6	6	6	6	6	6	6
x57	6	6	6	6	6	6	6	6
x59	6	6	6	6	6	6	6	6
x68	6	6	6	6	6	6	6	6
x70	6	6	6	6	6	6	6	6
x71	6	6	6	6	6	6	6	6
x92	6	6	6	6	6	6	6	6
x94	6	6	6	6	6	6	6	6
x97	6	6	6	6	6	6	6	6
x101	6	6	6	6	6	6	6	6
x105	6	6	6	6	6	6	6	6
x106	6	6	6	6	6	6	6	6
x116	6	6	6	6	6	6	6	6
x119	6	6	6	6	6	6	6	6
x129	6	6	6	6	6	6	6	6
x130	6	6	6	6	6	6	6	6
x135	6	6	6	6	6	6	6	6
x156	6	6	6	6	6	6	6	6
x204	6	6	6	6	6	6	6	6
x206	6	6	6	6	6	6	6	6
x211	6	6	6	6	6	6	6	6
x217	6	6	6	6	6	6	6	6
x218	6	6	6	6	6	6	6	6
x262	6	6	6	6	6	6	6	6
x266	6	6	6	6	6	6	6	6
x271	6	6	6	6	6	6	6	6
x275	6	6	6	6	6	6	6	6
x288	6	6	6	6	6	6	6	6
x306	6	6	6	6	6	6	6	6
x318	6	6	6	6	6	6	6	6
x319	6	6	6	6	6	6	6	6
x330	6	6	6	6	6	6	6	6
x331	6	6	6	6	6	6	6	6
x338	6	6	6	6	6	6	6	6
x372	6	6	6	6	6	6	6	6
x373	6	6	6	6	6	6	6	6
x404	6	6	6	6	6	6	6	6
x405	6	6	6	6	6	6	6	6
x417	6	6	6	6	6	6	6	6
x443	6	6	6	6	6	6	6	6
x448	6	6	6	6	6	6	6	6
x462	6	6	6	6	6	6	6	6
x465	6	6	6	6	6	6	6	6
x486	6	6	6	6	6	6	6	6
x508	6	6	6	6	6	6	6	6
x515	6	6	6	6	6	6	6	6
x529	6	6	6	6	6	6	6	6
x545	6	6	6	6	6	6	6	6
x548	6	6	6	6	6	6	6	6
x557	6	6	6	6	6	6	6	6
x558	6	6	6	6	6	6	6	6
x567	6	6	6	6	6	6	6	6
x585	6	6	6	6	6	6	6	6
x598	6	6	6	6	6	6	6	6
x601	6	6	6	6	6	6	6	6
x603	6	6	6	6	6	6	6	6
x617	6	6	6	6	6	6	6	6
x644	6	6	6	6	6	6	6	6
x648	6	6	6	6	6	6	6	6
x656	6	6	6	6	6	6	6	6
x657	6	6	6	6	6	6	6	6
x667	6	6	6	6	6	6	6	6
x671	6	6	6	6	6	6	6	6
x676	6	6	6	6	6	6	6	6
x689	6	6	6	6	6	6	6	6
x696	6	6	6	6	6	6	6	6
x713	6	6	6	6	6	6	6	6
x722	6	6	6	6	6	6	6	6
x724	6	6	6	6	6	6	6	6
x727	6	6	6	6	6	6	6	6
x735	6	6	6	6	6	6	6	6
x738	6	6	6	6	6	6	6	6
x747	6	6	6	6	6	6	6	6
x751	6	6	6	6	6	6	6	6
x754	6	6	6	6	6	6	6	6
x763	6	6	6	6	6	6	6	6
x765	6	6	6	6	6	6	6	6
x781	6	6	6	6	6	6	6	6
x789	6	6	6	6	6	6	6	6
x854	6	6	6	6	6	6	6	6
x857	6	6	6	6	6	6	6	6
x866	6	6	6	6	6	6	6	6
x891	6	6	6	6	6	6	6	6
x893	6	6	6	6	6	6	6	6
x902	6	6	6	6	6	6	6	6
x935	6	6	6	6	6	6	6	6
x947	6	6	6	6	6	6	6	6
x949	6	6	6	6	6	6	6	6
x955	6	6	6	6	6	6	6	6
x963	6	6	6	6	6	6	6	6
x985	6	6	6	6	6	6	6	6

Context: 17
X	y3	y5	y15	y19	y28	y30	y35	y38
x7	6	6	6	6	6	6	6	6
x13	6	6	6	6	6	6	6	6
x29	6	6	6	6	6	6	6	6
x48	6	6	6	6	6	6	6	6
x54	6	6	6	6	6	6	6	6
x57	6	6	6	6	6	6	6	6
x59	6	6	6	6	6	6	6	6
x68	6	6	6	6	6	6	6	6
x70	6	6	6	6	6	6	6	6
x71	6	6	6	6	6	6	6	6
x92	6	6	6	6	6	6	6	6
x94	6	6	6	6	6	6	6	6
x97	6	6	6	6	6	6	6	6
x101	6	6	6	6	6	6	6	6
x105	6	6	6	6	6	6	6	6
x106	6	6	6	6	6	6	6	6
x116	6	6	6	6	6	6	6	6
x119	6	6	6	6	6	6	6	6
x129	6	6	6	6	6	6	6	6
x130	6	6	6	6	6	6	6	6
x135	6	6	6	6	6	6	6	6
x156	6	6	6	6	6	6	6	6
x204	6	6	6	6	6	6	6	6
x206	6	6	6	6	6	6	6	6
x211	6	6	6	6	6	6	6	6
x217	6	6	6	6	6	6	6	6
x218	6	6	6	6	6	6	6	6
x262	6	6	6	6	6	6	6	6
x266	6	6	6	6	6	6	6	6
x271	6	6	6	6	6	6	6	6
x275	6	6	6	6	6	6	6	6
x288	6	6	6	6	6	6	6	6
x306	6	6	6	6	6	6	6	6
x318	6	6	6	6	6	6	6	6
x319	6	6	6	6	6	6	6	6
x330	6	6	6	6	6	6	6	6
x331	6	6	6	6	6	6	6	6
x338	6	6	6	6	6	6	6	6
x372	6	6	6	6	6	6	6	6
x373	6	6	6	6	6	6	6	6
x404	6	6	6	6	6	6	6	6
x405	6	6	6	6	6	6	6	6
x417	6	6	6	6	6	6	6	6
x443	6	6	6	6	6	6	6	6
x448	6	6	6	6	6	6	6	6
x462	6	6	6	6	6	6	6	6
x465	6	6	6	6	6	6	6	6
x486	6	6	6	6	6	6	6	6
x508	6	6	6	6	6	6	6	6
x515	6	6	6	6	6	6	6	6
x529	6	6	6	6	6	6	6	6
x545	6	6	6	6	6	6	6	6
x548	6	6	6	6	6	6	6	6
x557	6	6	6	6	6	6	6	6
x558	6	6	6	6	6	6	6	6
x567	6	6	6	6	6	6	6	6
x585	6	6	6	6	6	6	6	6
x598	6	6	6	6	6	6	6	6
x601	6	6	6	6	6	6	6	6
x603	6	6	6	6	6	6	6	6
x617	6	6	6	6	6	6	6	6
x644	6	6	6	6	6	6	6	6
x648	6	6	6	6	6	6	6	6
x656	6	6	6	6	6	6	6	6
x657	6	6	6	6	6	6	6	6
x667	6	6	6	6	6	6	6	6
x671	6	6	6	6	6	6	6	6
x676	6	6	6	6	6	6	6	6
x689	6	6	6	6	6	6	6	6
x696	6	6	6	6	6	6	6	6
x713	6	6	6	6	6	6	6	6
x722	6	6	6	6	6	6	6	6
x724	6	6	6	6	6	6	6	6
x727	6	6	6	6	6	6	6	6
x735	6	6	6	6	6	6	6	6
x738	6	6	6	6	6	6	6	6
x747	6	6	6	6	6	6	6	6
x751	6	6	6	6	6	6	6	6
x754	6	6	6	6	6	6	6	6
x763	6	6	6	6	6	6	6	6
x765	6	6	6	6	6	6	6	6
x781	6	6	6	6	6	6	6	6
x789	6	6	6	6	6	6	6	6
x854	6	6	6	6	6	6	6	6
x857	6	6	6	6	6	6	6	6
x866	6	6	6	6	6	6	6	6
x891	6	6	6	6	6	6	6	6
x893	6	6	6	6	6	6	6	6
x902	6	6	6	6	6	6	6	6
x935	6	6	6	6	6	6	6	6
x947	6	6	6	6	6	6	6	6
x949	6	6	6	6	6	6	6	6
x955	6	6	6	6	6	6	6	6
x963	6	6	6	6	6	6	6	6
x985	6	6	6	6	6	6	6	6

Context: 22
X	y3	y5	y15	y19	y28	y30	y35	y38
x7	6	6	6	6	6	6	6	6
x13	6	6	6	6	6	6	6	6
x29	6	6	6	6	6	6	6	6
x48	6	6	6	6	6	6	6	6
x54	6	6	6	6	6	6	6	6
x57	6	6	6	6	6	6	6	6
x59	6	6	6	6	6	6	6	6
x68	6	6	6	6	6	6	6	6
x70	6	6	6	6	6	6	6	6
x71	6	6	6	6	6	6	6	6
x92	6	6	6	6	6	6	6	6
x94	6	6	6	6	6	6	6	6
x97	6	6	6	6	6	6	6	6
x101	6	6	6	6	6	6	6	6
x105	6	6	6	6	6	6	6	6
x106	6	6	6	6	6	6	6	6
x116	6	6	6	6	6	6	6	6
x119	6	6	6	6	6	6	6	6
x129	6	6	6	6	6	6	6	6
x130	6	6	6	6	6	6	6	6
x135	6	6	6	6	6	6	6	6
x156	6	6	6	6	6	6	6	6
x204	6	6	6	6	6	6	6	6
x206	6	6	6	6	6	6	6	6
x211	6	6	6	6	6	6	6	6
x217	6	6	6	6	6	6	6	6
x218	6	6	6	6	6	6	6	6
x262	6	6	6	6	6	6	6	6
x266	6	6	6	6	6	6	6	6
x271	6	6	6	6	6	6	6	6
x275	6	6	6	6	6	6	6	6
x288	6	6	6	6	6	6	6	6
x306	6	6	6	6	6	6	6	6
x318	6	6	6	6	6	6	6	6
x319	6	6	6	6	6	6	6	6
x330	6	6	6	6	6	6	6	6
x331	6	6	6	6	6	6	6	6
x338	6	6	6	6	6	6	6	6
x372	6	6	6	6	6	6	6	6
x373	6	6	6	6	6	6	6	6
x404	6	6	6	6	6	6	6	6
x405	6	6	6	6	6	6	6	6
x417	6	6	6	6	6	6	6	6
x443	6	6	6	6	6	6	6	6
x448	6	6	6	6	6	6	6	6
x462	6	6	6	6	6	6	6	6
x465	6	6	6	6	6	6	6	6
x486	6	6	6	6	6	6	6	6
x508	6	6	6	6	6	6	6	6
x515	6	6	6	6	6	6	6	6
x529	6	6	6	6	6	6	6	6
x545	6	6	6	6	6	6	6	6
x548	6	6	6	6	6	6	6	6
x557	6	6	6	6	6	6	6	6
x558	6	6	6	6	6	6	6	6
x567	6	6	6	6	6	6	6	6
x585	6	6	6	6	6	6	6	6
x598	6	6	6	6	6	6	6	6
x601	6	6	6	6	6	6	6	6
x603	6	6	6	6	6	6	6	6
x617	6	6	6	6	6	6	6	6
x644	6	6	6	6	6	6	6	6
x648	6	6	6	6	6	6	6	6
x656	6	6	6	6	6	6	6	6
x657	6	6	6	6	6	6	6	6
x667	6	6	6	6	6	6	6	6
x671	6	6	6	6	6	6	6	6
x676	6	6	6	6	6	6	6	6
x689	6	6	6	6	6	6	6	6
x696	6	6	6	6	6	6	6	6
x713	6	6	6	6	6	6	6	6
x722	6	6	6	6	6	6	6	6
x724	6	6	6	6	6	6	6	6
x727	6	6	6	6	6	6	6	6
x735	6	6	6	6	6	6	6	6
x738	6	6	6	6	6	6	6	6
x747	6	6	6	6	6	6	6	6
x751	6	6	6	6	6	6	6	6
x754	6	6	6	6	6	6	6	6
x763	6	6	6	6	6	6	6	6
x765	6	6	6	6	6	6	6	6
x781	6	6	6	6	6	6	6	6
x789	6	6	6	6	6	6	6	6
x854	6	6	6	6	6	6	6	6
x857	6	6	6	6	6	6	6	6
x866	6	6	6	6	6	6	6	6
x891	6	6	6	6	6	6	6	6
x893	6	6	6	6	6	6	6	6
x902	6	6	6	6	6	6	6	6
x935	6	6	6	6	6	6	6	6
x947	6	6	6	6	6	6	6	6
x949	6	6	6	6	6	6	6	6
x955	6	6	6	6	6	6	6	6
x963	6	6	6	6	6	6	6	6
x985	6	6	6	6	6	6	6	6

Context: 26
X	y3	y5	y15	y19	y28	y30	y35	y38
x7	6	6	6	6	6	6	6	6
x13	6	6	6	6	6	6	6	6
x29	6	6	6	6	6	6	6	6
x48	6	6	6	6	6	6	6	6
x54	6	6	6	6	6	6	6	6
x57	6	6	6	6	6	6	6	6
x59	6	6	6	6	6	6	6	6
x68	6	6	6	6	6	6	6	6
x70	6	6	6	6	6	6	6	6
x71	6	6	6	6	6	6	6	6
x92	6	6	6	6	6	6	6	6
x94	6	6	6	6	6	6	6	6
x97	6	6	6	6	6	6	6	6
x101	6	6	6	6	6	6	6	6
x105	6	6	6	6	6	6	6	6
x106	6	6	6	6	6	6	6	6
x116	6	6	6	6	6	6	6	6
x119	6	6	6	6	6	6	6	6
x129	6	6	6	6	6	6	6	6
x130	6	6	6	6	6	6	6	6
x135	6	6	6	6	6	6	6	6
x156	6	6	6	6	6	6	6	6
x204	6	6	6	6	6	6	6	6
x206	6	6	6	6	6	6	6	6
x211	6	6	6	6	6	6	6	6
x217	6	6	6	6	6	6	6	6
x218	6	6	6	6	6	6	6	6
x262	6	6	6	6	6	6	6	6
x266	6	6	6	6	6	6	6	6
x271	6	6	6	6	6	6	6	6
x275	6	6	6	6	6	6	6	6
x288	6	6	6	6	6	6	6	6
x306	6	6	6	6	6	6	6	6
x318	6	6	6	6	6	6	6	6
x319	6	6	6	6	6	6	6	6
x330	6	6	6	6	6	6	6	6
x331	6	6	6	6	6	6	6	6
x338	6	6	6	6	6	6	6	6
x372	6	6	6	6	6	6	6	6
x373	6	6	6	6	6	6	6	6
x404	6	6	6	6	6	6	6	6
x405	6	6	6	6	6	6	6	6
x417	6	6	6	6	6	6	6	6
x443	6	6	6	6	6	6	6	6
x448	6	6	6	6	6	6	6	6
x462	6	6	6	6	6	6	6	6
x465	6	6	6	6	6	6	6	6
x486	6	6	6	6	6	6	6	6
x508	6	6	6	6	6	6	6	6
x515	6	6	6	6	6	6	6	6
x529	6	6	6	6	6	6	6	6
x545	6	6	6	6	6	6	6	6
x548	6	6	6	6	6	6	6	6
x557	6	6	6	6	6	6	6	6
x558	6	6	6	6	6	6	6	6
x567	6	6	6	6	6	6	6	6
x585	6	6	6	6	6	6	6	6
x598	6	6	6	6	6	6	6	6
x601	6	6	6	6	6	6	6	6
x603	6	6	6	6	6	6	6	6
x617	6	6	6	6	6	6	6	6
x644	6	6	6	6	6	6	6	6
x648	6	6	6	6	6	6	6	6
x656	6	6	6	6	6	6	6	6
x657	6	6	6	6	6	6	6	6
x667	6	6	6	6	6	6	6	6
x671	6	6	6	6	6	6	6	6
x676	6	6	6	6	6	6	6	6
x689	6	6	6	6	6	6	6	6
x696	6	6	6	6	6	6	6	6
x713	6	6	6	6	6	6	6	6
