Total Time:	24
Total Samples:	100
Total Genes:	16
Time	0
ID	NAME	S-0	S-1	S-2	S-3	S-4	S-5	S-6	S-7	S-8	S-9	S-10	S-11	S-12	S-13	S-14	S-15	S-16	S-17	S-18	S-19	S-20	S-21	S-22	S-23	S-24	S-25	S-26	S-27	S-28	S-29	S-30	S-31	S-32	S-33	S-34	S-35	S-36	S-37	S-38	S-39	S-40	S-41	S-42	S-43	S-44	S-45	S-46	S-47	S-48	S-49	S-50	S-51	S-52	S-53	S-54	S-55	S-56	S-57	S-58	S-59	S-60	S-61	S-62	S-63	S-64	S-65	S-66	S-67	S-68	S-69	S-70	S-71	S-72	S-73	S-74	S-75	S-76	S-77	S-78	S-79	S-80	S-81	S-82	S-83	S-84	S-85	S-86	S-87	S-88	S-89	S-90	S-91	S-92	S-93	S-94	S-95	S-96	S-97	S-98	S-99
14	G-14	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	
15	G-15	5.0	4.0	3.0	4.0	2.0	2.0	5.0	4.0	3.0	3.0	5.0	4.0	4.0	4.0	2.0	4.0	3.0	2.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	4.0	4.0	3.0	4.0	3.0	4.0	5.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	5.0	4.0	2.0	4.0	4.0	3.0	4.0	5.0	4.0	3.0	5.0	5.0	4.0	5.0	3.0	3.0	5.0	5.0	5.0	5.0	4.0	3.0	5.0	4.0	3.0	3.0	4.0	1.0	3.0	5.0	3.0	5.0	5.0	4.0	3.0	5.0	3.0	4.0	5.0	3.0	3.0	3.0	5.0	3.0	3.0	6.0	4.0	5.0	5.0	3.0	4.0	6.0	5.0	6.0	4.0	6.0	3.0	6.0	5.0	4.0	4.0	
Time	4
ID	NAME	S-0	S-1	S-2	S-3	S-4	S-5	S-6	S-7	S-8	S-9	S-10	S-11	S-12	S-13	S-14	S-15	S-16	S-17	S-18	S-19	S-20	S-21	S-22	S-23	S-24	S-25	S-26	S-27	S-28	S-29	S-30	S-31	S-32	S-33	S-34	S-35	S-36	S-37	S-38	S-39	S-40	S-41	S-42	S-43	S-44	S-45	S-46	S-47	S-48	S-49	S-50	S-51	S-52	S-53	S-54	S-55	S-56	S-57	S-58	S-59	S-60	S-61	S-62	S-63	S-64	S-65	S-66	S-67	S-68	S-69	S-70	S-71	S-72	S-73	S-74	S-75	S-76	S-77	S-78	S-79	S-80	S-81	S-82	S-83	S-84	S-85	S-86	S-87	S-88	S-89	S-90	S-91	S-92	S-93	S-94	S-95	S-96	S-97	S-98	S-99
0	G-0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	
1	G-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	G-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	G-3	1.0	5.0	5.0	5.0	3.0	2.0	1.0	3.0	1.0	2.0	4.0	1.0	4.0	4.0	2.0	2.0	5.0	2.0	6.0	3.0	3.0	5.0	5.0	3.0	2.0	2.0	5.0	3.0	2.0	3.0	5.0	5.0	2.0	1.0	3.0	3.0	2.0	6.0	6.0	3.0	5.0	6.0	4.0	2.0	5.0	2.0	3.0	2.0	5.0	5.0	1.0	3.0	2.0	2.0	3.0	2.0	1.0	2.0	5.0	1.0	6.0	2.0	5.0	5.0	5.0	1.0	4.0	2.0	5.0	5.0	1.0	3.0	6.0	2.0	2.0	2.0	4.0	3.0	5.0	4.0	1.0	3.0	4.0	4.0	1.0	2.0	5.0	2.0	5.0	3.0	4.0	2.0	4.0	4.0	4.0	1.0	6.0	2.0	2.0	5.0	
4	G-4	6.0	6.0	4.0	5.0	5.0	6.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	6.0	6.0	6.0	5.0	6.0	5.0	6.0	6.0	5.0	5.0	6.0	4.0	6.0	5.0	5.0	6.0	6.0	6.0	6.0	5.0	6.0	5.0	5.0	6.0	5.0	6.0	6.0	6.0	6.0	6.0	5.0	6.0	5.0	6.0	6.0	6.0	6.0	6.0	6.0	5.0	5.0	5.0	6.0	5.0	6.0	5.0	6.0	5.0	6.0	6.0	5.0	5.0	5.0	6.0	6.0	6.0	5.0	6.0	5.0	6.0	5.0	6.0	6.0	6.0	6.0	5.0	6.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	5.0	5.0	6.0	6.0	6.0	
5	G-5	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6	G-6	4.0	5.0	6.0	5.0	2.0	5.0	5.0	5.0	6.0	5.0	2.0	5.0	4.0	5.0	2.0	5.0	2.0	5.0	3.0	5.0	4.0	5.0	6.0	5.0	6.0	5.0	3.0	5.0	6.0	5.0	6.0	5.0	6.0	5.0	2.0	5.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	6.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0	2.0	5.0	4.0	5.0	5.0	5.0	2.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	1.0	5.0	4.0	5.0	3.0	5.0	5.0	5.0	2.0	5.0	3.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	2.0	5.0	4.0	5.0	5.0	5.0	6.0	5.0	3.0	5.0	3.0	5.0	4.0	5.0	6.0	5.0	
7	G-7	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0	
8	G-8	4.0	3.0	0.0	1.0	2.0	1.0	4.0	1.0	3.0	3.0	1.0	4.0	3.0	4.0	0.0	1.0	1.0	3.0	3.0	4.0	3.0	2.0	2.0	4.0	2.0	4.0	2.0	2.0	3.0	4.0	4.0	1.0	5.0	2.0	2.0	5.0	3.0	4.0	5.0	3.0	2.0	0.0	3.0	0.0	3.0	3.0	1.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	4.0	3.0	5.0	5.0	3.0	0.0	3.0	2.0	4.0	2.0	1.0	3.0	4.0	1.0	3.0	3.0	2.0	1.0	3.0	4.0	2.0	3.0	2.0	4.0	4.0	1.0	1.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	2.0	1.0	2.0	4.0	4.0	4.0	3.0	2.0	4.0	3.0	2.0	2.0	
9	G-9	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	
10	G-10	2.0	5.0	4.0	4.0	1.0	2.0	3.0	3.0	2.0	4.0	1.0	3.0	1.0	3.0	6.0	2.0	5.0	3.0	0.0	3.0	2.0	1.0	1.0	2.0	2.0	4.0	2.0	5.0	2.0	2.0	1.0	0.0	2.0	3.0	4.0	3.0	2.0	5.0	0.0	5.0	1.0	2.0	2.0	3.0	4.0	4.0	1.0	2.0	4.0	0.0	3.0	4.0	5.0	4.0	5.0	3.0	3.0	2.0	1.0	2.0	0.0	4.0	1.0	1.0	5.0	2.0	5.0	2.0	5.0	2.0	2.0	3.0	0.0	2.0	5.0	2.0	3.0	3.0	1.0	1.0	2.0	1.0	1.0	2.0	4.0	1.0	1.0	2.0	1.0	3.0	2.0	2.0	1.0	5.0	4.0	4.0	0.0	2.0	4.0	4.0	
11	G-11	5.0	4.0	4.0	4.0	3.0	5.0	3.0	5.0	5.0	3.0	2.0	4.0	4.0	4.0	5.0	6.0	3.0	6.0	3.0	4.0	6.0	4.0	4.0	6.0	3.0	4.0	4.0	2.0	6.0	6.0	4.0	5.0	4.0	6.0	4.0	2.0	6.0	4.0	6.0	6.0	6.0	4.0	6.0	2.0	6.0	3.0	5.0	5.0	5.0	6.0	6.0	6.0	3.0	4.0	5.0	6.0	4.0	4.0	4.0	6.0	3.0	6.0	6.0	3.0	4.0	5.0	6.0	4.0	4.0	4.0	6.0	3.0	6.0	4.0	6.0	5.0	6.0	6.0	3.0	6.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	5.0	5.0	5.0	4.0	6.0	6.0	6.0	4.0	4.0	4.0	6.0	6.0	
12	G-12	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	
13	G-13	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	
14	G-14	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	
15	G-15	5.0	2.0	2.0	3.0	3.0	1.0	4.0	3.0	2.0	2.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	4.0	5.0	2.0	4.0	4.0	3.0	4.0	3.0	2.0	3.0	4.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	4.0	3.0	3.0	4.0	3.0	1.0	3.0	2.0	4.0	3.0	3.0	2.0	3.0	3.0	4.0	3.0	4.0	2.0	2.0	5.0	4.0	4.0	4.0	3.0	3.0	4.0	3.0	3.0	2.0	2.0	5.0	2.0	4.0	2.0	4.0	4.0	4.0	2.0	4.0	2.0	2.0	3.0	2.0	2.0	1.0	4.0	2.0	2.0	4.0	3.0	4.0	4.0	2.0	3.0	5.0	3.0	5.0	3.0	5.0	2.0	5.0	3.0	3.0	3.0	
Time	5
ID	NAME	S-0	S-1	S-2	S-3	S-4	S-5	S-6	S-7	S-8	S-9	S-10	S-11	S-12	S-13	S-14	S-15	S-16	S-17	S-18	S-19	S-20	S-21	S-22	S-23	S-24	S-25	S-26	S-27	S-28	S-29	S-30	S-31	S-32	S-33	S-34	S-35	S-36	S-37	S-38	S-39	S-40	S-41	S-42	S-43	S-44	S-45	S-46	S-47	S-48	S-49	S-50	S-51	S-52	S-53	S-54	S-55	S-56	S-57	S-58	S-59	S-60	S-61	S-62	S-63	S-64	S-65	S-66	S-67	S-68	S-69	S-70	S-71	S-72	S-73	S-74	S-75	S-76	S-77	S-78	S-79	S-80	S-81	S-82	S-83	S-84	S-85	S-86	S-87	S-88	S-89	S-90	S-91	S-92	S-93	S-94	S-95	S-96	S-97	S-98	S-99
0	G-0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1	G-1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	G-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	G-3	2.0	5.0	5.0	5.0	3.0	4.0	2.0	4.0	3.0	4.0	5.0	2.0	5.0	5.0	2.0	5.0	4.0	4.0	6.0	3.0	4.0	6.0	6.0	4.0	4.0	2.0	5.0	3.0	3.0	4.0	6.0	6.0	4.0	2.0	3.0	4.0	4.0	6.0	6.0	3.0	6.0	6.0	4.0	4.0	5.0	2.0	3.0	4.0	6.0	6.0	2.0	3.0	4.0	4.0	2.0	5.0	2.0	4.0	6.0	4.0	6.0	3.0	6.0	5.0	6.0	3.0	5.0	4.0	5.0	6.0	2.0	5.0	6.0	4.0	2.0	5.0	3.0	2.0	5.0	4.0	3.0	6.0	5.0	4.0	2.0	4.0	5.0	4.0	5.0	2.0	5.0	3.0	4.0	5.0	4.0	1.0	6.0	3.0	2.0	6.0	
4	G-4	5.0	5.0	1.0	5.0	5.0	5.0	5.0	6.0	3.0	5.0	6.0	5.0	6.0	5.0	6.0	5.0	5.0	6.0	5.0	6.0	6.0	5.0	3.0	6.0	0.0	6.0	5.0	4.0	5.0	6.0	4.0	5.0	2.0	6.0	6.0	4.0	6.0	5.0	5.0	5.0	6.0	6.0	6.0	5.0	1.0	4.0	6.0	6.0	6.0	6.0	6.0	6.0	5.0	5.0	5.0	5.0	5.0	6.0	5.0	6.0	5.0	6.0	6.0	5.0	5.0	5.0	6.0	5.0	5.0	5.0	6.0	4.0	5.0	5.0	6.0	6.0	6.0	5.0	4.0	6.0	5.0	4.0	4.0	5.0	6.0	5.0	5.0	5.0	6.0	5.0	5.0	6.0	6.0	6.0	6.0	5.0	5.0	6.0	4.0	5.0	
5	G-5	4.0	5.0	6.0	5.0	0.0	5.0	5.0	5.0	6.0	5.0	0.0	5.0	1.0	5.0	0.0	5.0	0.0	5.0	0.0	5.0	4.0	5.0	6.0	5.0	6.0	5.0	0.0	5.0	6.0	5.0	6.0	5.0	6.0	5.0	0.0	5.0	0.0	5.0	6.0	5.0	6.0	5.0	5.0	5.0	6.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0	0.0	5.0	3.0	5.0	5.0	5.0	0.0	5.0	6.0	5.0	5.0	5.0	5.0	5.0	0.0	5.0	4.0	5.0	0.0	5.0	6.0	5.0	0.0	5.0	0.0	5.0	6.0	5.0	3.0	5.0	6.0	5.0	0.0	5.0	3.0	5.0	5.0	5.0	6.0	5.0	0.0	5.0	0.0	5.0	4.0	5.0	6.0	5.0	
6	G-6	6.0	6.0	6.0	6.0	3.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	4.0	6.0	4.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	5.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	5.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	2.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	5.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	
7	G-7	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	
8	G-8	5.0	4.0	2.0	2.0	1.0	2.0	4.0	1.0	5.0	4.0	2.0	5.0	4.0	4.0	0.0	1.0	1.0	3.0	4.0	5.0	4.0	3.0	4.0	5.0	4.0	4.0	3.0	4.0	5.0	5.0	5.0	1.0	6.0	3.0	3.0	6.0	4.0	5.0	6.0	3.0	3.0	1.0	4.0	0.0	5.0	4.0	2.0	3.0	4.0	4.0	3.0	5.0	2.0	4.0	5.0	4.0	5.0	6.0	5.0	1.0	4.0	3.0	5.0	2.0	2.0	3.0	3.0	2.0	4.0	3.0	3.0	1.0	5.0	5.0	3.0	4.0	3.0	5.0	4.0	2.0	1.0	5.0	5.0	4.0	5.0	3.0	4.0	4.0	3.0	3.0	4.0	5.0	5.0	5.0	4.0	3.0	5.0	4.0	4.0	3.0	
9	G-9	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
10	G-10	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	2.0	2.0	2.0	2.0	1.0	5.0	2.0	1.0	3.0	3.0	4.0	2.0	1.0	1.0	2.0	3.0	4.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	2.0	1.0	3.0	4.0	2.0	3.0	2.0	3.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	0.0	1.0	6.0	2.0	2.0	3.0	0.0	3.0	2.0	3.0	1.0	1.0	2.0	1.0	0.0	2.0	2.0	1.0	3.0	4.0	5.0	5.0	1.0	0.0	2.0	4.0	1.0	2.0	4.0	1.0	4.0	3.0	1.0	2.0	1.0	1.0	2.0	2.0	6.0	3.0	2.0	1.0	
11	G-11	5.0	5.0	3.0	4.0	4.0	3.0	3.0	6.0	4.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	6.0	4.0	3.0	5.0	1.0	5.0	4.0	4.0	4.0	6.0	5.0	5.0	3.0	6.0	6.0	3.0	6.0	4.0	4.0	5.0	6.0	5.0	6.0	3.0	2.0	4.0	5.0	6.0	6.0	6.0	6.0	6.0	3.0	4.0	3.0	3.0	4.0	5.0	4.0	6.0	5.0	6.0	6.0	4.0	5.0	5.0	6.0	5.0	5.0	5.0	6.0	4.0	4.0	4.0	4.0	6.0	6.0	4.0	3.0	6.0	4.0	3.0	4.0	4.0	4.0	4.0	5.0	3.0	6.0	5.0	5.0	5.0	6.0	6.0	6.0	5.0	5.0	6.0	4.0	6.0	
12	G-12	1.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0	
